ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
109154,Benton Kiser,3B,38.0,,,,62.45,61.74,56.64,56.64,51.03,22.73,,,1.0,0.0,3.0,Las Vegas Knights Ballpark,True,,54.88,48.54,54.04,,,,51.85,56.64,DH,56.64
109287,Jacoby Young,SP,37.0,,,,52.24,50.26,,,,,51.54,37.0,1.08,0.0,1.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,48.63
110383,Ronald Williams,2B,38.0,,,,56.62,55.34,46.36,46.36,56.89,24.53,,,1.0,0.0,2.0,Las Vegas Knights Ballpark,True,,46.73,47.14,51.25,,45.36,,45.71,46.36,3B,51.25
113585,Benjamin Berret,CF,34.0,Columbus Clippers,Cleveland Indians,AAA,56.46,55.16,54.36,54.36,62.37,51.14,,,1.0,-3.0,-3.0,Las Vegas Knights Ballpark,True,,,,,,55.17,59.12,55.37,54.36,CF,59.12
113744,Roldan Donzelli,SP,35.0,Louisville Bats,Cincinnati Reds,AAA,36.96,36.96,,,,,44.44,42.1,0.0,-3.0,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,41.47
113891,Calisto Montez,SP,36.0,Birmingham Barons,San Francisco Giants,AAA,39.2,38.38,,,,,48.49,41.13,1.04,-3.0,4.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,39.52
114447,Colten Anderson,1B,34.0,,,,45.94,44.53,47.15,47.15,0.0,24.05,,,1.0,0.0,-0.5,Las Vegas Knights Ballpark,True,,,,,,,,,47.15,DH,47.15
114647,Marc Gagnon,SP,35.0,Wilkes-Barre Barons,Philadelphia Phillies,AAA,43.26,42.05,,,,,48.0,45.97,1.06,-3.0,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.6
114808,Jaiden Giroux,SS,34.0,Pawtucket Red Sox,Boston Red Sox,AAA,61.34,61.34,38.65,38.65,65.12,63.27,,,0.0,-3.0,2.0,Las Vegas Knights Ballpark,True,,43.61,55.9,52.05,60.12,42.91,,43.79,38.65,SS,60.12
114810,Quinn Baker,SP,34.0,,,,44.86,43.54,,,,,49.49,48.95,1.02,0.0,4.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,41.88
114985,Simon Lewis,1B,34.0,,,,49.08,47.31,47.02,47.02,37.0,20.98,,,1.0,0.0,1.5,Las Vegas Knights Ballpark,True,,44.72,,,,,,,47.02,DH,47.02
115064,Howard Headen,1B,35.0,Durham Bulls,Tampa Bay Rays,AAA,54.17,52.6,51.42,51.42,35.02,59.5,,,1.0,-3.0,3.0,Las Vegas Knights Ballpark,True,,50.29,,,,49.63,,,51.42,DH,51.42
115070,Eddie Perlman,1B,33.0,Chicago White Sox,Chicago White Sox,ML,59.06,58.03,52.89,52.89,51.28,68.37,,,1.0,-3.0,3.0,Las Vegas Knights Ballpark,True,,53.87,55.49,54.69,,52.96,,53.7,52.89,2B,55.49
115072,Angelo Meijer,CF,34.0,Victoria HarbourCats,Milwaukee Brewers,AAA,50.69,50.69,44.69,44.69,57.27,70.67,,,0.0,-3.0,-0.5,Las Vegas Knights Ballpark,True,,,,,,49.11,53.85,49.31,44.69,CF,53.85
115097,Kameron Redden,SP,33.0,,,,41.28,41.28,,,,,44.44,41.53,0.0,0.0,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,43.86
115134,Harrison Tappan,CF,35.0,San Diego Padres,San Diego Padres,ML,62.0,61.25,50.48,50.48,56.73,51.1,,,1.0,-3.0,2.0,Las Vegas Knights Ballpark,True,,49.36,,,,52.43,59.99,51.94,50.48,CF,59.99
115561,J.P. Porras,CF,35.0,,,,65.0,64.49,50.03,50.03,55.84,63.52,,,1.0,0.0,4.5,Las Vegas Knights Ballpark,True,,,47.17,48.28,,53.26,59.51,54.04,50.03,CF,59.51
115708,Sebastian Menna,SP,34.0,,,,47.64,47.64,,,,,43.67,46.42,0.0,0.0,4.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.22
115822,Samuel Allen,SP,37.0,,,,40.18,39.28,,,,,48.49,44.35,1.04,0.0,-1.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,42.66
116037,Lon Denate,SP,34.0,,,,43.84,43.84,,,,,44.44,42.88,0.0,0.0,2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.13
116048,Murray Smearman,SP,33.0,,,,45.86,44.37,,,,,47.21,43.85,1.06,0.0,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,46.54
116055,Jeremiah Johnson,C,33.0,,,,59.87,58.93,46.08,46.08,57.25,65.17,,,1.0,0.0,1.5,Las Vegas Knights Ballpark,True,54.85,,,,,,,,46.08,C,54.85
116066,Adam Conwell,SP,33.0,,,,43.59,42.41,,,,,45.44,45.35,1.0,0.0,-0.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,45.42
116086,Elton Briggs,LF,33.0,Detroit Tigers,Detroit Tigers,ML,60.71,59.85,45.78,45.78,62.37,76.82,,,1.0,-3.0,2.5,Las Vegas Knights Ballpark,True,,,,,,51.31,57.83,51.5,45.78,CF,57.83
116092,Brady Mercado,CF,32.0,Sacramento River Cats,Fresno Falcons,AAA,60.43,60.43,41.21,41.21,61.55,69.72,,,0.0,-3.0,0.0,Las Vegas Knights Ballpark,True,,42.52,,,,48.07,61.0,48.21,41.21,CF,61.0
116107,Cody Geddes,C,33.0,Round Rock Express,Texas Rangers,AAA,41.76,41.76,44.32,44.32,0.0,28.26,,,0.0,-3.0,3.0,Las Vegas Knights Ballpark,True,,,,,,,,,44.32,DH,44.32
116121,U.N. Krohn,SP,33.0,,,,47.86,46.4,,,,,45.95,48.45,0.9,0.0,1.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,46.45
116134,Rick Benfer,SP,33.0,Toledo Mud Hens,Detroit Tigers,AAA,42.66,41.51,,,,,47.21,46.55,1.06,-3.0,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.08
116152,Brantley Parker,LF,33.0,,,,53.07,53.07,44.02,44.02,57.27,31.87,,,0.0,0.0,0.0,Las Vegas Knights Ballpark,True,,,,,,44.73,51.71,44.93,44.02,CF,51.71
116185,Candy Torres,2B,33.0,,,,61.52,60.73,49.51,49.51,57.11,64.37,,,1.0,0.0,1.0,Las Vegas Knights Ballpark,True,,50.1,54.47,,55.97,52.49,57.35,52.53,49.51,CF,57.35
116240,Mason Bakman,C,32.0,,,,52.08,50.23,45.26,45.26,46.75,20.48,,,1.0,0.0,-3.0,Las Vegas Knights Ballpark,True,53.11,,,,,,,41.28,45.26,C,53.11
116288,Jacob Jozwiak,SP,32.0,,,,41.35,41.35,,,,,44.44,41.85,0.0,0.0,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,43.92
116296,Jon Serrano,RP,33.0,Scranton Dundies,New York Yankees,AAA,37.53,37.53,,,,,44.44,36.38,0.0,-3.0,-0.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,42.83
116297,Maxwell Darbouze,SP,33.0,,,,41.58,40.57,,,,,49.49,42.68,1.02,0.0,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,43.13
