ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
27352,Camiel van Aert,SP,37.0,Florence Y'alls,Florence Y'alls,IND,42.02,41.93,,,,,45.75,36.9,0.08,0.0,0.5,N/A,False,,,,,,,,,,SP,43.98
27360,Seung-woo Park,SP,37.0,,,,45.71,45.34,,,,,47.5,43.73,0.25,0.0,0.5,N/A,False,,,,,,,,,,SP,46.75
27401,Chin-yau Sen,SP,37.0,Ft. Worth Green Wave,Ft. Worth Green Wave,IND,42.72,41.62,,,,,45.25,34.95,1.0,0.0,1.0,N/A,False,,,,,,,,,,SP,43.19
27406,Yong-su Kim,1B,37.0,SSG Landers,SSG Landers,INT,63.18,61.82,57.75,57.75,53.38,43.25,,,2.0,0.0,2.0,N/A,False,,56.95,52.7,,,,,,57.75,DH,57.75
27408,Tony Raigosa,1B,38.0,Ft. Worth Green Wave,Ft. Worth Green Wave,IND,60.85,60.0,55.5,55.5,50.96,23.25,,,1.0,0.0,2.0,N/A,False,48.11,53.34,48.23,55.46,,51.15,,52.2,55.5,DH,55.5
27468,Salvador Guerrero,RP,37.0,Ft. Wayne Fighters,Ft. Wayne Fighters,IND,37.14,37.14,,,,,40.75,40.76,0.0,0.0,-2.0,N/A,False,,,,,,,,,,RP,40.75
27511,Junjiro Tsuruta,RP,37.0,Tohoku Rakutten Golden Eagles,Tohoku Rakutten Golden Eagles,INT,39.96,39.88,,,,,43.5,42.98,0.08,0.0,-1.0,N/A,False,,,,,,,,,,RP,43.37
27548,Taka Kosaka,RP,38.0,Tokyo Yakultt Swallows,Tokyo Yakultt Swallows,INT,38.3,38.3,,,,,40.25,40.86,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,40.4
27622,Yuuki Yamada,3B,37.0,,,,55.58,54.18,48.0,48.0,55.19,52.5,,,1.0,0.0,-3.0,N/A,False,,48.62,50.36,55.42,,,,49.12,48.0,3B,55.42
27669,Kyung-woon Park,RP,36.0,Doosan Bears,Doosan Bears,INT,39.07,39.07,,,,,39.25,39.85,0.0,0.0,2.0,N/A,False,,,,,,,,,,RP,39.4
27696,Jin-hyun Kim,SP,37.0,Doosan Bears,Doosan Bears,INT,53.71,50.75,,,,,48.75,46.92,1.73,0.0,2.0,N/A,False,,,,,,,,,,SP,48.38
27698,Jung-tae Kim,1B,36.0,NC Dinos,NC Dinos,INT,58.31,57.22,51.75,51.75,46.62,39.25,,,1.0,0.0,3.0,N/A,False,,,,,,49.6,,49.86,51.75,DH,51.75
27709,Su-chang Man,3B,37.0,Doosan Bears,Doosan Bears,INT,59.3,58.3,52.5,52.5,53.25,41.25,,,1.0,0.0,2.0,N/A,False,,52.19,52.61,53.74,53.48,50.89,,50.62,52.5,3B,53.74
27713,Hyun-Woo Lee,3B,36.0,,,,57.19,55.97,46.75,46.75,50.5,34.5,,,1.0,0.0,5.0,N/A,False,,46.26,45.86,48.73,,,,46.61,46.75,3B,48.73
27802,Toshi Higashi,LF,35.0,Fukuooka SoftBank Hawks,Fukuooka SoftBank Hawks,INT,58.85,57.81,47.75,47.75,51.55,71.5,,,1.0,0.0,0.0,N/A,False,,48.16,49.23,,,51.44,55.28,51.66,47.75,CF,55.28
27834,Sumitomo Ishii,SS,35.0,Gifu Spiders,Orrix Buffaloes,AAA,43.81,43.81,41.25,41.25,48.31,50.5,,,0.0,-3.0,3.0,N/A,False,,42.69,45.33,46.1,,,,42.44,41.25,3B,46.1
27838,Daiyu Shibuya,C,35.0,Yomiurri Giants,Yomiurri Giants,INT,60.92,60.92,40.75,40.75,50.88,25.5,,,0.0,0.0,2.5,N/A,False,56.09,,,,,,,38.81,40.75,C,56.09
27861,Atori Kawano,RF,36.0,Fukuooka SoftBank Hawks,Fukuooka SoftBank Hawks,INT,39.35,38.56,45.75,45.75,47.44,26.25,,,1.0,0.0,-5.0,N/A,False,,,40.99,43.99,,44.25,,45.56,45.75,DH,45.75
27885,Ichiro Yamada,RF,40.0,Hokkaido Nipon-Ham Fighters,Hokkaido Nipon-Ham Fighters,INT,54.43,52.89,46.0,46.0,55.38,51.25,,,1.0,0.0,3.5,N/A,False,,,,,,47.76,,48.1,46.0,RF,48.1
27928,Yoshi Kato,RP,38.0,Hanshinn Tigers,Hanshinn Tigers,INT,38.08,38.08,,,,,41.5,39.96,0.0,0.0,-1.0,N/A,False,,,,,,,,,,RP,41.12
28005,Aaron Haun,1B,35.0,Southern Maryland Blue Crabs,Southern Maryland Blue Crabs,IND,46.09,44.66,49.25,49.25,49.62,25.0,,,1.0,0.0,-2.5,N/A,False,,,,,,46.67,,47.09,49.25,DH,49.25
28021,Corey Juarez,C,36.0,,,,54.84,54.84,41.25,41.25,56.75,37.0,,,0.0,0.0,1.0,N/A,False,51.89,,,,,,,,41.25,C,51.89
28050,Bill Bowman,SP,36.0,SSG Landers,SSG Landers,INT,39.97,39.97,,,,,41.75,42.85,0.0,0.0,0.5,N/A,False,,,,,,,,,,SP,41.97
28095,Eric Thorne,1B,35.0,Indianapolis Fire,Indianapolis Fire,IND,46.47,45.0,47.5,47.5,34.25,29.75,,,1.0,0.0,-0.5,N/A,False,,,,,,43.74,,,47.5,DH,47.5
28135,Justin Melonas,3B,35.0,,,,56.16,54.83,48.5,48.5,55.25,54.0,,,1.0,0.0,0.5,N/A,False,,50.33,51.98,52.38,,,,48.6,48.5,3B,52.38
28136,Bryan Boston,RF,36.0,,,,51.5,49.58,46.75,46.75,49.25,39.25,,,1.0,0.0,3.0,N/A,False,,,,,,45.96,,46.79,46.75,RF,46.79
28174,Mike Wilson,LF,36.0,High Point Rockers,High Point Rockers,IND,52.05,50.2,45.5,45.5,45.31,52.5,,,1.0,0.0,3.0,N/A,False,,45.2,44.51,,,46.73,,47.1,45.5,RF,47.1
28229,Mike Herendeen,SP,35.0,Quebec Capitales,Quebec Capitales,IND,43.89,42.61,,,,,47.0,37.5,1.06,0.0,0.0,N/A,False,,,,,,,,,,SP,45.1
28245,Pedro Munoz,LF,36.0,Ft. Worth Green Wave,Ft. Worth Green Wave,IND,56.67,55.39,49.25,49.25,55.38,63.75,,,1.0,0.0,1.5,N/A,False,,,,,,51.45,,51.79,49.25,RF,51.79
28257,David Hendrickson,SP,36.0,Evansville Otters,Evansville Otters,IND,44.28,42.96,,,,,46.75,40.0,1.06,0.0,0.0,N/A,False,,,,,,,,,,SP,45.4
28260,Mike Wayer,1B,35.0,Nagasaki Zebras,Hanshinn Tigers,AAA,50.85,48.92,48.75,48.75,52.0,62.75,,,1.0,-3.0,1.5,N/A,False,,,,,,50.34,,50.94,48.75,RF,50.94
28266,Dustin Mountain,2B,35.0,Montreal Expos,Montreal Expos,ML,53.31,51.63,49.0,49.0,54.04,33.75,,,1.0,-3.0,0.0,N/A,False,,49.04,51.3,53.86,52.88,46.31,,47.48,49.0,3B,53.86
28276,Rusty Gaffke,SP,36.0,Houston Apollos,Houston Apollos,IND,41.91,40.83,,,,,46.75,40.0,1.06,0.0,-2.0,N/A,False,,,,,,,,,,SP,45.4
28295,Andrew Kenney,SS,35.0,Indianapolis Fire,Indianapolis Fire,IND,56.17,56.17,42.0,42.0,58.81,59.75,,,0.0,0.0,2.0,N/A,False,,45.19,51.54,51.89,,,,44.83,42.0,3B,51.89
28300,Jim Sabo,2B,36.0,,,,55.22,53.78,49.5,49.5,52.69,40.75,,,1.0,0.0,-0.5,N/A,False,,49.71,51.21,52.66,,,,47.5,49.5,3B,52.66
28301,Derek Doan,2B,36.0,Tokyo Yakultt Swallows,Tokyo Yakultt Swallows,INT,55.07,53.61,49.5,49.5,52.75,47.5,,,1.0,0.0,2.0,N/A,False,,50.05,49.3,,,,,,49.5,1B,50.05
28326,Austin Leonard,3B,36.0,,,,61.1,60.27,46.25,46.25,55.3,42.25,,,1.0,0.0,4.0,N/A,False,,47.62,51.36,53.81,,45.51,,46.19,46.25,3B,53.81
28337,Adam Briskin,SP,36.0,High Point Rockers,High Point Rockers,IND,40.46,39.57,,,,,45.0,45.05,1.0,0.0,2.0,N/A,False,,,,,,,,,,SP,40.01
28385,Mike Vaquera,3B,36.0,Long Island Ducks,Long Island Ducks,IND,56.27,54.95,45.75,45.75,59.15,48.75,,,1.0,0.0,-2.5,N/A,False,,47.72,51.11,55.46,,46.65,,47.89,45.75,3B,55.46
28402,Mike Simon,SP,36.0,Long Island Ducks,Long Island Ducks,IND,53.38,50.43,,,,,51.0,47.1,1.69,0.0,0.0,N/A,False,,,,,,,,,,SP,50.22
28567,Tucker Weston,SP,36.0,Washington Nationals,Washington Nationals,ML,50.59,48.51,,,,,51.25,48.57,1.08,-3.0,1.5,N/A,False,,,,,,,,,,SP,50.72
28732,Donnie Walker,C,39.0,,,,45.0,43.68,46.5,46.5,42.17,29.25,,,1.0,0.0,-0.5,N/A,False,45.99,44.99,,,,,,43.72,46.5,DH,46.5
