ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
138895,Juan Sandoval,2B,22.0,,,,37.4,45.02,27.0,42.75,48.88,44.75,,,0.0,0.0,0.0,N/A,False,,30.99,38.45,39.14,,,,30.28,27.0,3B,39.14
138898,Mike Haynes,C,21.0,,,,45.28,51.79,27.0,42.0,42.75,24.5,,,0.0,0.0,3.0,N/A,False,44.2,28.38,,,,,,27.88,27.0,C,44.2
139023,Elvinyer Donovan,SS,22.0,,,,40.0,47.69,28.75,41.25,52.81,32.0,,,0.0,0.0,2.0,N/A,False,,31.64,39.2,40.5,,,,32.19,28.75,3B,40.5
139055,Brad Jaimes,LF,22.0,,,,33.96,42.78,29.0,45.25,41.0,45.5,,,0.31,0.0,0.0,N/A,False,,,,,,32.45,,,29.0,LF,32.45
139138,Chaser Teske,LF,21.0,,,,34.41,44.11,28.0,45.25,41.5,56.75,,,0.38,0.0,0.5,N/A,False,,,,,,32.9,,,28.0,LF,32.9
140052,Alejandro Flores,SS,21.0,,,,53.57,60.62,27.0,49.75,57.42,41.0,,,0.62,0.0,3.5,N/A,False,,31.0,42.58,43.22,47.9,31.55,,32.9,27.0,SS,47.9
140072,Pat Sosnowski,C,20.0,,,,35.67,43.38,21.0,46.75,44.0,29.75,,,-0.25,0.0,-1.0,N/A,False,37.54,,,,,,,,21.0,C,37.54
140073,Dave Stone,SP,21.0,,,,33.32,43.99,,,,,27.0,61.23,0.38,0.0,-0.5,N/A,False,,,,,,,,,,SP,31.34
140082,Mike Schneider,C,21.0,,,,42.29,46.18,25.25,37.25,47.0,20.0,,,0.0,0.0,-1.0,N/A,False,45.81,,,,,,,26.79,25.25,C,45.81
140140,Chris Melton,CF,21.0,,,,40.77,47.84,27.0,47.0,46.33,48.25,,,0.5,0.0,-0.5,N/A,False,,29.46,,,,32.2,43.34,,27.0,CF,43.34
140141,C.J. Camacho,CF,21.0,,,,44.88,53.07,27.5,43.5,53.67,48.5,,,0.0,0.0,0.0,N/A,False,,,,,,33.46,46.91,33.27,27.5,CF,46.91
140142,Sam O'Donnell,CF,21.0,,,,56.59,62.04,32.25,53.75,54.83,60.5,,,0.62,0.0,4.5,N/A,False,,,,,,38.34,49.1,38.41,32.25,CF,49.1
140190,Aundruw Heard,LF,21.0,,,,33.69,42.5,29.0,45.0,43.5,35.5,,,0.31,0.0,0.0,N/A,False,,,,,,31.82,,,29.0,LF,31.82
140201,Pat Colgan,C,21.0,,,,40.19,44.36,24.25,39.5,50.0,33.0,,,0.0,0.0,0.0,N/A,False,42.71,,,,,,,,24.25,C,42.71
