ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
213,Luis Bazaldua,RP,23.0,San Jose Giants,San Francisco Giants,A,39.44,43.27,,,,,41.39,55.05,0.23,-2.5,0.0,WWOBA Park,True,,,,,,,,,,SP,44.12
360,Devin Poock,SP,32.0,Toronto Blue Jays,Toronto Blue Jays,ML,47.7,46.19,,,,,48.72,59.2,0.94,-3.0,0.0,WWOBA Park,True,,,,,,,,,,SP,50.82
384,Omari Douthard,SP,25.0,,,,38.49,43.47,,,,,41.39,53.82,0.29,0.0,-3.5,WWOBA Park,True,,,,,,,,,,SP,43.88
761,Mike Ylinen,SS,25.0,Akron RubberDucks,Cleveland Guardians,AA,50.94,56.18,39.12,46.73,59.42,52.54,,,0.38,-2.0,1.0,WWOBA Park,True,,42.28,49.87,51.08,,43.01,51.11,42.94,39.12,CF,51.11
960,Chris Flores,CF,23.0,Lakeland Flying Tigers,Detroit Tigers,A,59.29,62.52,39.61,55.72,55.9,62.72,,,0.81,-3.0,2.5,WWOBA Park,True,,40.71,,,,45.46,56.41,44.64,39.61,CF,56.41
1034,Pat Lawlor,RP,23.0,Stockton Ports,Oakland Athletics,A,30.25,30.9,,,,,32.29,58.73,0.0,-2.5,-4.0,WWOBA Park,True,,,,,,,,,,SP,27.58
1112,Mauricio Fret,RP,23.0,,,,29.58,30.99,,,,,30.32,41.3,0.0,0.0,-2.0,WWOBA Park,True,,,,,,,,,,SP,20.02
1166,Chris Millet,RP,25.0,,,,30.82,31.86,,,,,34.09,45.8,0.0,0.0,-3.0,WWOBA Park,True,,,,,,,,,,SP,26.43
1224,Brad Brown,3B,24.0,Oklahoma City Dodgers,Los Angeles Dodgers,AAA,53.33,56.69,44.61,50.1,52.17,36.91,,,0.31,3.0,0.5,WWOBA Park,True,,45.67,,48.06,,44.13,,44.65,44.61,3B,48.06
1285,CAELEB Kupfer,SP,23.0,Somerset Patriots,New York Yankees,AA,36.79,40.81,,,,,42.67,46.42,0.27,2.5,-0.5,WWOBA Park,True,,,,,,,,,,SP,35.92
1387,Steve Vaughns,3B,23.0,Rancho Cucamonga Quakes,Los Angeles Dodgers,A,36.65,38.25,39.48,44.84,48.0,24.58,,,0.31,-3.0,-4.0,WWOBA Park,True,,39.59,40.11,44.66,,38.92,,39.5,39.48,3B,44.66
1397,Caleb Rawson,RP,25.0,Tampa Bay Rays,Tampa Bay Rays,ML,60.01,61.93,,,,,44.67,72.83,0.21,2.5,4.5,WWOBA Park,True,,,,,,,,,,SP,50.3
1423,Mike Hedrick,SP,30.0,Lehigh Valley IronPigs,Philadelphia Phillies,AAA,43.75,42.72,,,,,48.23,43.05,0.85,-3.0,1.0,WWOBA Park,True,,,,,,,,,,SP,47.2
1458,Joe Onorato,RP,25.0,Tacoma Rainiers,Seattle Mariners,AAA,53.02,51.34,,,,,46.44,52.75,0.98,2.5,3.0,WWOBA Park,True,,,,,,,,,,SP,45.2
1477,Jake Williams,RP,23.0,Miami (FCL) Marlins,Miami Marlins,R,32.26,37.72,,,,,27.73,50.52,0.0,-3.0,-1.0,WWOBA Park,True,,,,,,,,,,SP,32.29
1490,Ed Van Horne,SP,23.0,Stockton Ports,Oakland Athletics,A,36.97,44.59,,,,,38.14,47.6,0.46,-2.5,0.5,WWOBA Park,True,,,,,,,,,,SP,40.03
1513,Juan Becerra,2B,23.0,Rome Braves,Atlanta Braves,A,38.41,44.04,36.35,50.6,48.11,68.18,,,0.69,-3.0,-3.0,WWOBA Park,True,,39.51,45.87,,,40.37,,,36.35,2B,45.87
1586,Colton Cowser,LF,37.0,,,,58.33,57.23,52.86,52.86,49.49,55.84,,,1.0,0.0,1.5,WWOBA Park,True,,52.53,48.34,52.23,,53.13,,53.26,52.86,RF,53.26
1640,Eguy Rosario,3B,38.0,NC Dinos,NC Dinos,INT,59.27,58.27,55.5,55.5,54.46,56.61,,,1.0,0.0,0.0,WWOBA Park,True,,55.71,,,,,,55.07,55.5,1B,55.71
1654,Tim Alvarado,2B,23.0,,,,45.58,47.14,38.72,40.97,53.69,62.21,,,0.0,0.0,0.5,WWOBA Park,True,,41.63,46.91,,,,,43.27,38.72,2B,46.91
1680,Jon Rosario,RF,25.0,Nashville Sounds,Milwaukee Brewers,AAA,59.09,58.68,49.86,52.23,54.87,52.11,,,1.12,1.5,-1.0,WWOBA Park,True,,,,,,50.77,54.89,50.51,49.86,CF,54.89
1749,Chris Derry,RF,25.0,Wichita Wind Surge,Minnesota Twins,AA,42.6,43.25,42.11,43.23,50.09,23.28,,,0.0,-2.0,0.5,WWOBA Park,True,,41.76,42.07,46.59,,41.41,,41.72,42.11,3B,46.59
17423,Ethan Wooddell,RP,22.0,,,,29.64,32.9,,,,,29.8,30.82,0.33,0.0,0.5,WWOBA Park,True,,,,,,,,,,SP,17.51
18302,Niram Casarez,RP,23.0,Arizona Diamondbacks,Arizona Diamondbacks,ML,36.06,39.81,,,,,45.95,49.4,1.33,2.5,-1.0,WWOBA Park,True,,,,,,,,,,SP,34.14
18449,Steve Giwa,SP,22.0,Visalia Rawhide,Arizona Diamondbacks,A,39.43,48.88,,,,,39.14,50.15,0.5,0.0,0.0,WWOBA Park,True,,,,,,,,,,SP,41.34
18497,Juan Contreras,CF,22.0,,,,47.04,53.11,30.74,41.98,47.69,61.42,,,0.0,0.0,1.5,WWOBA Park,True,,,38.96,,,36.35,46.86,,30.74,CF,46.86
18555,Pierson Ellis,SP,23.0,,,,36.72,38.22,,,,,37.62,37.42,0.0,0.0,0.5,WWOBA Park,True,,,,,,,,,,SP,37.58
18612,Josh Uribe,1B,31.0,Milwaukee Brewers,Milwaukee Brewers,ML,48.95,47.2,50.96,50.96,0.0,30.79,,,1.0,-3.0,0.5,WWOBA Park,True,,,,,,,,,50.96,DH,50.96
18682,Alpha Phinazee,C,23.0,Rochester Red Wings,Washington Nationals,AAA,57.31,57.59,42.11,43.11,50.3,22.53,,,0.0,3.0,-2.0,WWOBA Park,True,53.83,,,,,,,39.89,42.11,C,53.83
18690,Tim Richmond,RP,22.0,,,,31.58,33.06,,,,,32.8,49.4,0.0,0.0,0.0,WWOBA Park,True,,,,,,,,,,SP,26.12
