ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
213,Luis Bazaldua,RP,23.0,San Jose Giants,San Francisco Giants,A,38.99,42.55,,,,,40.7,55.05,0.23,-2.5,0.0,WWOBA Park,True,,,,,,,,,,SP,43.57
360,Devin Poock,SP,32.0,Toronto Blue Jays,Toronto Blue Jays,ML,46.59,45.2,,,,,47.88,59.2,0.94,-3.0,0.0,WWOBA Park,True,,,,,,,,,,SP,50.14
384,Omari Douthard,SP,25.0,,,,38.08,42.72,,,,,40.7,53.82,0.29,0.0,-3.5,WWOBA Park,True,,,,,,,,,,SP,43.33
761,Mike Ylinen,SS,25.0,Akron RubberDucks,Cleveland Guardians,AA,49.46,55.09,37.83,45.26,59.01,50.86,,,0.38,-2.0,1.0,WWOBA Park,True,,41.09,49.12,50.35,,41.75,49.89,41.73,37.83,3B,50.35
960,Chris Flores,CF,23.0,Lakeland Flying Tigers,Detroit Tigers,A,57.84,61.32,37.94,53.28,55.23,60.78,,,0.81,-3.0,2.5,WWOBA Park,True,,39.18,,,,43.87,54.99,43.11,37.94,CF,54.99
1034,Pat Lawlor,RP,23.0,Stockton Ports,Oakland Athletics,A,30.16,30.79,,,,,31.83,58.73,0.0,-2.5,-4.0,WWOBA Park,True,,,,,,,,,,SP,27.21
1112,Mauricio Fret,RP,23.0,,,,29.49,30.85,,,,,29.76,41.3,0.0,0.0,-2.0,WWOBA Park,True,,,,,,,,,,SP,19.57
1166,Chris Millet,RP,25.0,,,,30.72,31.72,,,,,33.56,45.8,0.0,0.0,-3.0,WWOBA Park,True,,,,,,,,,,SP,26.01
1224,Brad Brown,3B,24.0,Oklahoma City Dodgers,Los Angeles Dodgers,AAA,51.73,55.23,42.82,47.94,51.93,35.72,,,0.31,3.0,0.5,WWOBA Park,True,,44.08,,47.11,,42.58,,43.13,42.82,3B,47.11
1285,CAELEB Kupfer,SP,23.0,Somerset Patriots,New York Yankees,AA,36.41,40.17,,,,,41.91,46.42,0.27,2.5,-0.5,WWOBA Park,True,,,,,,,,,,SP,35.31
1387,Steve Vaughns,3B,23.0,Rancho Cucamonga Quakes,Los Angeles Dodgers,A,36.18,37.59,38.01,43.09,47.78,23.81,,,0.31,-3.0,-4.0,WWOBA Park,True,,38.3,39.37,43.88,,37.64,,38.26,38.01,3B,43.88
1397,Caleb Rawson,RP,25.0,Tampa Bay Rays,Tampa Bay Rays,ML,59.5,61.5,,,,,43.97,72.83,0.21,2.5,4.5,WWOBA Park,True,,,,,,,,,,SP,49.74
1423,Mike Hedrick,SP,30.0,Lehigh Valley IronPigs,Philadelphia Phillies,AAA,42.88,41.93,,,,,47.34,43.05,0.85,-3.0,1.0,WWOBA Park,True,,,,,,,,,,SP,46.48
1458,Joe Onorato,RP,25.0,Tacoma Rainiers,Seattle Mariners,AAA,51.98,50.16,,,,,45.66,52.75,0.98,2.5,3.0,WWOBA Park,True,,,,,,,,,,SP,44.58
1477,Jake Williams,RP,23.0,Miami (FCL) Marlins,Miami Marlins,R,32.16,37.37,,,,,27.35,50.52,0.0,-3.0,-1.0,WWOBA Park,True,,,,,,,,,,SP,31.99
1490,Ed Van Horne,SP,23.0,Stockton Ports,Oakland Athletics,A,36.64,43.75,,,,,37.47,47.6,0.46,-2.5,0.5,WWOBA Park,True,,,,,,,,,,SP,39.5
1513,Juan Becerra,2B,23.0,Rome Braves,Atlanta Braves,A,37.8,42.66,34.97,48.56,47.88,65.97,,,0.69,-3.0,-3.0,WWOBA Park,True,,38.22,45.03,,,39.01,,,34.97,2B,45.03
1586,Colton Cowser,LF,37.0,,,,56.7,55.43,51.25,51.25,49.28,54.09,,,1.0,0.0,1.5,WWOBA Park,True,,51.06,47.44,51.33,,51.64,,51.81,51.25,RF,51.81
1640,Eguy Rosario,3B,38.0,NC Dinos,NC Dinos,INT,57.51,56.32,53.6,53.6,54.3,54.84,,,1.0,0.0,0.0,WWOBA Park,True,,54.01,,,,,,53.43,53.6,1B,54.01
1654,Tim Alvarado,2B,23.0,,,,44.38,45.76,37.21,39.41,53.6,60.3,,,0.0,0.0,0.5,WWOBA Park,True,,40.25,46.04,,,,,41.9,37.21,2B,46.04
1680,Jon Rosario,RF,25.0,Nashville Sounds,Milwaukee Brewers,AAA,57.73,57.22,48.51,50.75,53.97,50.34,,,1.12,1.5,-1.0,WWOBA Park,True,,,,,,49.45,53.58,49.24,48.51,CF,53.58
1749,Chris Derry,RF,25.0,Wichita Wind Surge,Minnesota Twins,AA,41.76,42.3,40.65,41.65,49.85,22.58,,,0.0,-2.0,0.5,WWOBA Park,True,,40.49,41.34,45.82,,40.14,,40.5,40.65,3B,45.82
17423,Ethan Wooddell,RP,22.0,,,,29.56,32.67,,,,,29.3,30.82,0.33,0.0,0.5,WWOBA Park,True,,,,,,,,,,SP,17.1
18302,Niram Casarez,RP,23.0,Arizona Diamondbacks,Arizona Diamondbacks,ML,35.69,39.18,,,,,45.12,49.4,1.33,2.5,-1.0,WWOBA Park,True,,,,,,,,,,SP,33.48
18449,Steve Giwa,SP,22.0,Visalia Rawhide,Arizona Diamondbacks,A,38.99,47.61,,,,,38.47,50.15,0.5,0.0,0.0,WWOBA Park,True,,,,,,,,,,SP,40.81
18497,Juan Contreras,CF,22.0,,,,45.26,50.9,29.86,40.8,46.97,59.55,,,0.0,0.0,1.5,WWOBA Park,True,,,38.38,,,35.37,45.68,,29.86,CF,45.68
18555,Pierson Ellis,SP,23.0,,,,36.39,37.82,,,,,36.95,37.42,0.0,0.0,0.5,WWOBA Park,True,,,,,,,,,,SP,37.05
18612,Josh Uribe,1B,31.0,Milwaukee Brewers,Milwaukee Brewers,ML,46.53,45.05,49.54,49.54,0.0,29.76,,,1.0,-3.0,0.5,WWOBA Park,True,,,,,,,,,49.54,DH,49.54
18682,Alpha Phinazee,C,23.0,Rochester Red Wings,Washington Nationals,AAA,56.78,57.06,40.44,41.38,50.17,21.83,,,0.0,3.0,-2.0,WWOBA Park,True,53.38,,,,,,,38.53,40.44,C,53.38
18690,Tim Richmond,RP,22.0,,,,31.46,32.9,,,,,32.3,49.4,0.0,0.0,0.0,WWOBA Park,True,,,,,,,,,,SP,25.72
18694,Kendall Alexander,3B,23.0,Dunedin Blue Jays,Toronto Blue Jays,A,37.26,38.24,39.95,43.14,49.76,27.52,,,0.19,-3.0,-1.5,WWOBA Park,True,,40.33,,43.24,,40.25,,40.24,39.95,3B,43.24
18759,Jorge Guerra,RP,23.0,Minnesota (FCL) Twins,Minnesota Twins,R,34.12,34.67,,,,,41.16,61.0,1.0,-3.0,0.0,WWOBA Park,True,,,,,,,,,,SP,35.13
18773,Bobby Hrycko,1B,25.0,,,,34.57,39.53,22.41,38.11,42.19,33.97,,,0.0,0.0,0.0,WWOBA Park,True,33.38,,,34.11,,,,,22.41,3B,34.11
18795,Bob Rodgers,RP,23.0,Springfield Cardinals,St. Louis Cardinals,AA,39.71,42.64,,,,,36.26,53.3,0.0,2.5,0.0,WWOBA Park,True,,,,,,,,,,SP,39.67
18804,Mike Heffinger,LF,30.0,,,,60.04,59.11,50.66,50.66,52.72,59.02,,,1.0,0.0,4.0,WWOBA Park,True,,50.81,,,,51.77,,52.54,50.66,RF,52.54
18872,Luis Quintana,RF,23.0,,,,44.68,46.18,38.55,42.05,51.27,32.73,,,0.0,0.0,0.0,WWOBA Park,True,,,,,,39.69,46.77,40.01,38.55,CF,46.77
18875,Andy Read,RP,25.0,Jersey Shore BlueClaws,Philadelphia Phillies,A,39.06,47.26,,,,,38.49,53.23,0.46,-3.0,2.5,WWOBA Park,True,,,,,,,,,,SP,41.44
18889,Zach Bartley,3B,24.0,Akron RubberDucks,Cleveland Guardians,AA,41.35,46.48,36.67,45.82,50.11,65.77,,,0.5,0.0,-3.0,WWOBA Park,True,,39.05,,46.43,,40.93,,42.12,36.67,3B,46.43
18905,Omari Hanible,CL,25.0,Sugar Land Space Cowboys,Houston Astros,AAA,31.84,31.84,23.4,23.4,38.73,21.35,,,0.0,1.5,0.0,WWOBA Park,True,,,,,,25.49,,,23.4,LF,25.49
18918,Jamie Roberts,RP,23.0,Pittsburgh Pirates,Pittsburgh Pirates,ML,49.46,54.59,,,,,41.16,65.55,1.19,2.5,0.0,WWOBA Park,True,,,,,,,,,,SP,46.04
18938,Eric Rademacher,SP,25.0,,,,39.11,39.78,,,,,41.97,51.85,0.0,0.0,0.0,WWOBA Park,True,,,,,,,,,,SP,41.45
18952,Jonathan Hosmer,RP,25.0,Reno Aces,Arizona Diamondbacks,AAA,53.8,57.06,,,,,42.43,60.42,0.15,2.5,3.5,WWOBA Park,True,,,,,,,,,,SP,46.03
18993,Jeff Campbell,SP,23.0,Richmond Flying Squirrels,San Francisco Giants,AA,39.86,48.7,,,,,38.22,43.6,0.54,2.5,0.0,WWOBA Park,True,,,,,,,,,,SP,39.3
19008,Ken Bunce,SP,24.0,Tulsa Drillers,Los Angeles Dodgers,AA,45.13,52.35,,,,,41.16,56.55,1.19,1.67,0.0,WWOBA Park,True,,,,,,,,,,SP,44.24
19017,Luis Altabani,SS,23.0,Spokane Indians,Colorado Rockies,A,47.06,48.8,41.79,45.77,55.48,32.0,,,0.19,-3.0,0.0,WWOBA Park,True,,42.72,48.0,49.81,51.18,41.4,,42.58,41.79,SS,51.18
19020,Jayvon Prescod,RP,23.0,Hickory Crawdads,Texas Rangers,A,33.01,33.8,,,,,44.66,44.95,1.19,-2.5,-3.0,WWOBA Park,True,,,,,,,,,,SP,34.72
19074,Mike Tetreault,RF,23.0,Sacramento River Cats,San Francisco Giants,AAA,55.59,57.13,42.05,47.03,55.57,42.16,,,0.25,3.0,-3.0,WWOBA Park,True,,42.75,46.53,,,44.54,53.18,44.63,42.05,CF,53.18
19177,Rogelio Joaquin,RP,23.0,Hillsboro Hops,Arizona Diamondbacks,A,32.76,33.37,,,,,34.99,63.78,0.0,-2.5,-1.0,WWOBA Park,True,,,,,,,,,,SP,33.25
19186,Gabe Alexander,SP,22.0,Birmingham Barons,Chicago White Sox,AA,46.43,56.08,,,,,41.91,58.05,0.33,2.5,0.0,WWOBA Park,True,,,,,,,,,,SP,45.14
19311,Nelson Guerrero,2B,23.0,Hillsboro Hops,Arizona Diamondbacks,A,44.38,45.57,43.13,45.32,47.23,58.05,,,0.12,-3.0,1.5,WWOBA Park,True,,43.96,47.92,,,,,,43.13,2B,47.92
19373,Omari Mithell,1B,23.0,Boston Red Sox,Boston Red Sox,ML,60.05,62.27,49.8,53.89,0.0,37.47,,,1.25,3.0,3.5,WWOBA Park,True,,,,,,,,,49.8,DH,49.8
19625,Ted Dachs,1B,23.0,St. Louis Cardinals,St. Louis Cardinals,ML,57.2,56.87,45.68,47.43,51.11,41.16,,,1.06,3.0,2.5,WWOBA Park,True,,45.89,48.17,,,,,,45.68,2B,48.17
19818,Chad Sullivan,3B,25.0,Toledo Mud Hens,Detroit Tigers,AAA,55.39,59.73,44.32,53.02,61.25,41.95,,,0.44,1.5,-2.0,WWOBA Park,True,,46.07,,53.35,,,,45.85,44.32,3B,53.35
20050,Santiago Flores,RP,23.0,Aberdeen Ironbirds,Baltimore Orioles,A,29.92,32.77,,,,,30.77,40.0,0.0,-2.5,-3.0,WWOBA Park,True,,,,,,,,,,SP,25.12
20134,Jon Followell,1B,30.0,,,,53.58,51.93,49.8,49.8,44.47,66.0,,,1.0,0.0,1.0,WWOBA Park,True,,50.03,49.23,,,,,,49.8,1B,50.03
20159,Mike Featherston,CL,24.0,Pensacola Blue Wahoos,Miami Marlins,AA,31.19,31.46,23.29,24.24,0.0,25.3,,,0.0,0.0,1.5,WWOBA Park,True,,,,,,,,,23.29,DH,23.29
20163,Mike Child,RP,23.0,Eugene Emeralds,San Francisco Giants,A,33.04,33.93,,,,,36.74,45.55,0.0,-2.5,2.0,WWOBA Park,True,,,,,,,,,,SP,31.0
20461,Julio Cervantes,3B,22.0,Winston-Salem Dash,Chicago White Sox,A,37.91,40.25,41.06,45.28,44.51,32.0,,,0.25,-2.5,0.0,WWOBA Park,True,,41.0,42.13,,,,,40.46,41.06,2B,42.13
20476,George Kirby,RP,40.0,Cleveland Guardians,Cleveland Guardians,ML,53.82,51.55,,,,,55.16,48.42,1.38,-3.0,2.5,WWOBA Park,True,,,,,,,,,,SP,51.32
20477,Jesus Barrales,SS,23.0,Colorado Rockies,Colorado Rockies,ML,61.26,63.1,34.26,45.07,59.63,54.33,,,0.62,3.0,0.0,WWOBA Park,True,,37.74,49.78,47.85,55.39,38.62,,39.55,34.26,SS,55.39
20772,Arrighetto Carafa,RP,27.0,,,,30.93,31.26,,,,,32.22,40.35,0.0,0.0,0.0,WWOBA Park,True,,,,,,,,,,SP,23.85
21275,Carlos Vargas,SP,38.0,New York Yankees,New York Yankees,ML,37.39,36.71,,,,,47.62,42.38,1.04,-3.0,-0.5,WWOBA Park,True,,,,,,,,,,SP,41.58
22060,Tim Ayres,RP,24.0,Iowa Cubs,Chicago Cubs,AAA,49.28,53.77,,,,,40.43,53.62,1.06,2.5,3.0,WWOBA Park,True,,,,,,,,,,SP,43.07
22520,Tim McTernan,SP,23.0,,,,33.68,42.05,,,,,25.6,53.1,0.0,0.0,1.0,WWOBA Park,True,,,,,,,,,,SP,31.1
22690,Steve Beavers,SP,23.0,Baltimore Orioles,Baltimore Orioles,ML,53.44,61.58,,,,,44.66,67.95,1.62,2.5,-1.5,WWOBA Park,True,,,,,,,,,,SP,49.32
22797,Jon Kennard,SP,22.0,Charleston RiverDogs,Tampa Bay Rays,A,47.57,52.66,,,,,42.91,58.3,1.19,0.0,4.0,WWOBA Park,True,,,,,,,,,,SP,43.49
22832,Danny Kromka,CF,23.0,Visalia Rawhide,Arizona Diamondbacks,A,49.57,50.49,43.27,45.25,53.97,63.27,,,0.12,-3.0,0.0,WWOBA Park,True,,,,,,46.81,52.66,46.61,43.27,CF,52.66
23013,Dave Sullivan,RF,28.0,,,,51.33,49.4,49.27,49.27,52.33,43.95,,,1.0,0.0,0.0,WWOBA Park,True,,,,,,48.7,,49.7,49.27,RF,49.7
23236,Ben O'Neill,C,25.0,San Antonio Missions,San Diego Padres,AA,42.1,43.07,40.2,44.64,48.25,31.24,,,0.25,-2.0,1.0,WWOBA Park,True,45.39,,,,,,,,40.2,C,45.39
23254,Mike Schachter,RP,23.0,Aberdeen Ironbirds,Baltimore Orioles,A,35.16,38.62,,,,,35.31,60.28,0.0,-2.5,0.0,WWOBA Park,True,,,,,,,,,,SP,37.81
23277,Greg McCloud,2B,24.0,,,,41.1,47.4,43.36,48.58,43.59,31.52,,,0.31,0.0,0.0,WWOBA Park,True,,42.83,42.1,,,,,,43.36,DH,43.36
23320,Kymani Garza,C,24.0,Beloit Sky Carp,Miami Marlins,A,37.56,40.68,39.51,49.24,45.88,32.51,,,0.44,-3.0,-3.0,WWOBA Park,True,44.93,39.61,,,,,,,39.51,C,44.93
